Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
10,AAPL,0.027285804183800444,2022-01-04,174.87627703415038,0.004771639851545854,2022-02-28,162.0093173675537,0.004420554509642251,-0.36027753626480313,-0.07550392474572115,Long,Closed,0
11,AAPL,0.011915041691816342,2022-01-04,174.87627703415038,0.0020836581317715207,2022-03-01,160.12550937652588,0.0019079021201446344,-0.17974757187880808,-0.08626538544784536,Long,Closed,0
12,AAPL,0.014742072544784435,2022-01-04,174.8762770341504,0.0025780387623992583,2022-03-02,163.42223055267334,0.002409182378237998,-0.17384360530190485,-0.06743250250439073,Long,Closed,0
13,AAPL,0.01801048037192654,2022-01-04,174.8762770341504,0.0031496057550391456,2022-03-03,163.09840267944338,0.0029374805801506863,-0.2182122612236579,-0.06928240490878364,Long,Closed,0
14,AAPL,0.07949073175598187,2022-01-04,174.60767022950833,0.013879691476750746,2022-03-09,159.88024022674563,0.01270899728894618,-1.1972828765703054,-0.08626149065170628,Long,Closed,0
15,AAPL,0.07600712140639665,2022-01-04,173.4379293437832,0.013182517752106939,2022-03-16,156.58351905059814,0.011901462542719635,-1.3061391896821646,-0.09908116296474573,Long,Closed,0
16,AAPL,0.07502205326714595,2022-01-04,173.40107097372544,0.013008904383170945,2022-03-18,160.89081256866456,0.012070359110720748,-0.9636245359441296,-0.07407422697262082,Long,Closed,0
17,AAPL,0.05931558269926196,2022-01-04,173.4010709737254,0.010285385565482572,2022-03-21,162.26443876647951,0.009624809736802444,-0.6804860239824438,-0.06616047785958859,Long,Closed,0
18,AAPL,0.07315050846142146,2022-01-04,173.40107097372544,0.012684376509483007,2022-03-22,165.63962715911867,0.012116622948049808,-0.592554560890772,-0.04671530843063264,Long,Closed,0
19,AAPL,0.10756656899889716,2022-01-04,173.40107097372544,0.018652158265377847,2022-03-23,167.00343161010744,0.017963986149341225,-0.7247882604513978,-0.038858144464533534,Long,Closed,0
20,AAPL,0.001506049747317384,2022-01-04,173.40107097372544,0.00026115063912454217,2022-03-24,170.79070633697512,0.0002572193001229589,-0.004449708940831546,-0.01703885908818119,Long,Closed,0
21,AAPL,0.01007530059650108,2022-01-04,173.40107097372544,0.0017470679138154965,2022-03-25,171.42846408081056,0.0017271933064106546,-0.02334886862507363,-0.01336460273835661,Long,Closed,0
22,AAPL,0.04803237836198182,2022-01-04,173.40107097372544,0.008328865849382817,2022-03-29,175.58859915924074,0.008433938030867016,0.08830937760392168,0.010602809458200756,Long,Closed,0
23,AAPL,5.76589537958579,2022-01-04,173.38735470372202,0.9997333473647897,2022-04-01,171.02616899108887,0.9861189975739778,-15.60020213575425,-0.015604363080290331,Long,Closed,0
24,AAPL,0.028805960040582335,2023-04-04,163.6577462310791,0.004714318498264229,2023-04-05,161.64826141357423,0.004656433358909027,-0.06725589121237505,-0.01426630195586872,Long,Closed,1
25,AAPL,0.019484033955939672,2023-04-04,163.6577462310791,0.0031887130847189035,2023-04-06,162.5366872177124,0.0031668703328358544,-0.02819833530060383,-0.00884317106977645,Long,Closed,1
26,AAPL,0.015658553521695318,2023-04-04,163.5915055721545,0.0025616063456962985,2023-04-11,158.72644424438477,0.0024854265225090866,-0.08122685605541778,-0.03170934370610274,Long,Closed,1
27,AAPL,0.020822278427346852,2023-04-04,163.59150557215452,0.003406347877372265,2023-04-12,158.0354752044678,0.003290658666105498,-0.1223862178102451,-0.03592886640358548,Long,Closed,1
28,AAPL,0.1324494771397111,2023-04-04,163.59150557215452,0.021667609377529998,2023-04-13,163.42508251953126,0.021645566731226057,-0.06535582241270053,-0.0030162913348657926,Long,Closed,1
29,AAPL,0.03850228254400623,2023-04-04,163.59037735896078,0.006298602930555305,2023-04-19,165.46838713836672,0.006370910593702401,0.059638149622836326,0.009468472656614728,Long,Closed,1
30,AAPL,0.04058278850741104,2023-04-04,163.59037735896078,0.006638953686206266,2023-04-20,164.50100608062746,0.006675909539026441,0.023640989594939845,0.00356095112458137,Long,Closed,1
31,AAPL,0.10179655942184684,2023-04-04,163.5896353875457,0.01665286203952655,2023-04-25,161.65815941619874,0.016456244431037464,-0.22972671495965583,-0.013795029011492788,Long,Closed,1
32,AAPL,0.06667418293380312,2023-04-04,163.63258698868944,0.010910069038815319,2023-05-03,165.2906958770752,0.01102062209416373,0.08862236421541828,0.008122988397243115,Long,Closed,1
33,AAPL,0.1268072321826592,2023-04-04,163.6343276692432,0.020750016181807034,2023-05-05,171.33177172851563,0.02172610775784425,0.9336154520975403,0.0449934806757454,Long,Closed,1
34,AAPL,0.016191389084582397,2023-04-04,163.75225777438197,0.0026513765191038467,2023-05-11,171.50946298980713,0.002776976446955752,0.12017157488584085,0.0453242208415039,Long,Closed,1
35,AAPL,0.005617012641808472,2023-04-04,163.75225777438197,0.0009197985020433816,2023-05-12,170.58028608703614,0.0009581516233941878,0.03647517122536703,0.039655610597685714,Long,Closed,1
36,AAPL,0.012937078456133122,2023-04-04,165.01973191492962,0.002134873218593481,2023-05-30,175.25575785064697,0.002267297489202888,0.1280220999015922,0.05996707382274246,Long,Closed,1
37,AAPL,0.09203097182329323,2023-04-04,165.01973191492962,0.015186926298150157,2023-05-31,175.2063288421631,0.01612440871293576,0.9061710797743816,0.05966783942875589,Long,Closed,1
38,AAPL,0.06525715931567966,2023-04-04,165.01973191492962,0.010768718935803214,2023-06-01,178.01357929992676,0.011616660504729696,0.8255561894858527,0.07666243258899477,Long,Closed,1
39,AAPL,0.03810257334048828,2023-04-04,165.01973191492965,0.006287676437916266,2023-06-02,178.86366368865967,0.0068151658636455845,0.5143865834277016,0.08180869173321594,Long,Closed,1
40,AAPL,0.1390358239321472,2023-04-04,165.10425573896998,0.022955406231371434,2023-06-07,175.76976768493654,0.024438294472437252,1.4354945403618111,0.06253405084158414,Long,Closed,1
41,AAPL,0.03192786775812628,2023-04-04,165.80386018184964,0.005293763721672908,2023-06-15,183.86532725524904,0.005870427853910203,0.5654999406616648,0.10682379690398296,Long,Closed,1
42,AAPL,0.01290216682570211,2023-04-04,165.80386018184964,0.0021392290644115922,2023-06-16,182.78792433166504,0.002358360293450956,0.21463363968148225,0.10033223802543866,Long,Closed,1
43,AAPL,0.1207914599150115,2023-04-04,165.9421616369866,0.02004439596558425,2023-06-21,181.83895142364503,0.021964592411876944,1.8781874579150535,0.0937013747453323,Long,Closed,1
44,AAPL,0.10383579158600398,2023-04-04,165.9421616369866,0.017230735711068975,2023-06-22,184.84390266418458,0.019193412952981877,1.9262530932486996,0.11179169163457503,Long,Closed,1
45,AAPL,0.0661401623799378,2023-04-04,165.94216163698658,0.010975441516348085,2023-06-23,184.52760886383058,0.012204686013835404,1.2060643699570426,0.10988754923076045,Long,Closed,1
46,AAPL,0.11149190924728991,2023-04-04,165.94216163698658,0.01850120842552986,2023-06-26,183.1338511352539,0.020417942710878427,1.8778151342119997,0.10149689096095918,Long,Closed,1
47,AAPL,0.0477656680481946,2023-04-04,166.02419217024385,0.007930256451173463,2023-06-28,187.0679640274048,0.008935426272184627,0.9883041382877317,0.12462448653113611,Long,Closed,1
48,AAPL,0.02243610545719754,2023-04-04,166.02419217024385,0.0037249362839775874,2023-06-29,187.40403858184814,0.004204616772727062,0.4717509356927355,0.12664671278322723,Long,Closed,1
49,AAPL,0.034394456584701416,2023-04-04,166.02419217024388,0.005710311869609525,2023-06-30,191.7335530395508,0.006594571365849376,0.8719546130043389,0.1526982471211254,Long,Closed,1
50,AAPL,0.11335030875197205,2023-04-04,170.4022377889821,0.0193151462654079,2023-07-06,189.5984669418335,0.021491044766757395,2.1350923103171504,0.110539795090288,Long,Closed,1
51,AAPL,0.0015482682331686703,2023-04-04,171.1163536053527,0.0002649340144628223,2023-07-14,188.49138526153567,0.00029183522402639303,0.026344440325078905,0.09943774255825318,Long,Closed,1
52,AAPL,0.0720442140871782,2023-04-04,171.1163536053527,0.0123279432129612,2023-07-17,191.7533032913208,0.01381471603424353,1.4606301620350057,0.11848125326366951,Long,Closed,1
53,AAPL,0.03697843534511769,2023-04-04,171.25312325257948,0.006332672545844921,2023-07-19,192.85051747131348,0.007131310391585455,0.7851738628030431,0.12398775668863765,Long,Closed,1
54,AAPL,0.09528258421874725,2023-04-04,171.25312325257948,0.016317440139037253,2023-07-20,190.9032189025879,0.018189752032715775,1.837804701506612,0.11262824841685166,Long,Closed,1
55,AAPL,0.0418399313210287,2023-04-04,171.25927042022892,0.007165476112471793,2023-07-24,190.52762859344483,0.007971662895108197,0.7910496436287556,0.11039735967466212,Long,Closed,1
56,AAPL,0.12254327039890711,2023-04-04,171.3306495089652,0.020995418110397308,2023-07-26,192.2574456253052,0.023559856145464957,2.519882760811588,0.12002060390327131,Long,Closed,1
57,AAPL,0.0020108669264242707,2023-04-04,171.75536009875137,0.00034537717305866685,2023-07-31,194.18494818878176,0.00039048008992223184,0.044367059600580926,0.128459733478229,Long,Closed,1
58,AAPL,0.03292273728724027,2023-04-04,171.75536009875137,0.005654656598206489,2023-08-02,190.35959131622315,0.006267158815010439,0.6005804013906807,0.10620988046933988,Long,Closed,1
59,AAPL,0.11005671243168536,2023-04-04,172.27650801294354,0.018960186101115245,2023-08-09,176.13549049377443,0.01938489302628718,0.38636184604431323,0.02037753448114008,Long,Closed,1
60,AAPL,0.005922377263544831,2023-04-04,172.27650801294357,0.001020286474098744,2023-08-10,175.91802420806886,0.001041852906817596,0.019504293337923948,0.01911648721517412,Long,Closed,1
61,AAPL,0.10338831345220356,2023-04-04,172.27650801294357,0.017811377610893058,2023-08-11,175.97739697265627,0.018194006278711844,0.346623283928971,0.0194607790313187,Long,Closed,1
62,AAPL,0.06977604534970183,2023-04-04,172.3484113570391,0.012025790566797688,2023-08-16,174.7698559036255,0.012194749391292229,0.14473828453631166,0.01203565651109222,Long,Closed,1
63,AAPL,0.01656791889990039,2023-04-04,172.34845117000535,0.002855455161508058,2023-08-18,172.71108660888672,0.0028614632760497077,0.00029119610405843946,0.00010197887467602397,Long,Closed,1
64,AAPL,0.03473775494034825,2023-04-04,172.36764797927793,0.005987665115148301,2023-08-23,179.273462348938,0.006227557602385158,0.22767726451925366,0.03802438181508285,Long,Closed,1
65,AAPL,0.08740412443672341,2023-04-04,172.37844379518688,0.015066586951683069,2023-08-25,176.78906369018554,0.015452093321828798,0.35498768987203916,0.023561254517060995,Long,Closed,1
66,AAPL,0.0010007198803005934,2023-04-04,172.37844379518688,0.00017250253564111997,2023-08-28,178.3529481048584,0.00017848134087875188,0.0056278213611099925,0.03262457180813987,Long,Closed,1
67,AAPL,0.1691386650484379,2023-04-04,172.3825573924112,0.02915655563498782,2023-08-30,185.73687331390383,0.03141528680258452,2.1981593251587905,0.07539159812556794,Long,Closed,1
68,AAPL,0.08016941588283188,2023-04-04,172.45427203057938,0.013825558255190377,2023-09-01,187.52845754241943,0.015034046902584206,1.1796290422358904,0.08532234434678407,Long,Closed,1
69,AAPL,0.03501384942079788,2023-04-04,172.70341441439191,0.006047011346763098,2023-09-14,173.94830643463135,0.006090599808504989,0.03145085058654799,0.005201056982203764,Long,Closed,1
70,AAPL,0.27748075838215414,2023-04-04,172.70341441439191,0.04792187440689232,2023-09-15,173.225752243042,0.04806681310371843,0.04895000931490188,0.0010214543967808796,Long,Closed,1
71,AAPL,0.15463209636091158,2023-04-04,172.70341441439194,0.026705491019584363,2023-09-18,176.15557627105713,0.027239306044458015,0.479870227809274,0.017968972278298762,Long,Closed,1
72,AAPL,0.050390696381759525,2023-04-04,172.70341441439194,0.008702645319848707,2023-09-19,177.24435655975344,0.008931466556782864,0.21118712505741585,0.02426700357140197,Long,Closed,1
73,AAPL,0.1842097561015148,2023-04-04,172.70341441439194,0.03181365384717357,2023-09-21,172.15675270843508,0.031712953427649626,-0.16422702679917425,-0.005162155456524609,Long,Closed,1
74,AAPL,0.003062863514760039,2023-04-04,172.70466789012855,0.0005289708261094178,2023-09-25,174.28485377502443,0.0005338107198028108,0.0037771121474742147,0.007140492369408801,Long,Closed,1
75,AAPL,0.02406487429666271,2023-04-04,172.63991986712372,0.004154557970188201,2023-09-29,169.46451124572755,0.004078142160873817,-0.0846485094455005,-0.020374853366570023,Long,Closed,1
76,AAPL,11.104514999063069,2023-04-04,172.63991986712372,1.9170825796014968,2023-10-02,171.97860391235352,1.9097389866626564,-11.170414505129566,-0.005826777951031932,Long,Closed,1
77,ABBV,0.24132323137227196,2022-01-04,117.45404526901244,0.028344389742063197,2022-01-05,117.95301028823853,0.028464801592844563,0.06360265944646186,0.00224392410721319,Long,Closed,2
78,ABBV,0.06263946528733833,2022-01-04,117.45404526901244,0.0073572585914857686,2022-01-06,117.39741816711427,0.007353711500102096,-0.018258061475261128,-0.0024816392204007045,Long,Closed,2
79,ABBV,0.17184167552734841,2022-01-04,117.45404526901244,0.020183499936492124,2022-01-07,117.09356931304933,0.020121555144232105,-0.10224984734074938,-0.0050660117255422,Long,Closed,2
80,ABBV,0.15189152412757245,2022-01-04,117.45404526901244,0.01784027395085919,2022-01-10,118.40443698883057,0.017984630397700593,0.10853154249284336,0.00608351322360812,Long,Closed,2
81,ABBV,0.19650912551533928,2022-01-04,117.45980684721096,0.023081923926746083,2022-01-14,119.17698448181153,0.02341936500207594,0.29093978640103424,0.012604659270361295,Long,Closed,2
82,ABBV,0.29933482394215005,2022-01-04,117.45980684721097,0.03515981060288884,2022-01-18,119.97519205093384,0.03591275298999192,0.681869823510195,0.019393444157351926,Long,Closed,2
83,ABBV,0.00045082732087564636,2022-01-04,117.45980684721096,5.2954090031499015e-05,2022-01-19,118.59810383987427,5.346726541506223e-05,0.0004067540281166454,0.007681258008110295,Long,Closed,2
84,ABBV,0.20637117363147084,2022-01-04,117.45226695999325,0.024238762178210617,2022-01-25,116.73854519271852,0.02409147057945182,-0.1956218315164748,-0.008070619699067328,Long,Closed,2
85,ABBV,0.19401034683982488,2022-01-04,117.45226695999325,0.02278695505003198,2022-01-27,119.26470915222168,0.023138587588373366,0.3057069957029648,0.013415877418976851,Long,Closed,2
86,ABBV,0.12157797449123997,2022-01-04,117.57593858898032,0.014294644462554563,2022-02-03,123.43992000198365,0.01500757544520187,0.6836287627394677,0.04782411794362978,Long,Closed,2
87,ABBV,0.0005426438746880535,2022-01-04,117.57593858898034,6.380186288600854e-05,2022-02-04,123.36971891403199,6.694582229068636e-05,0.0030132117195007515,0.04722764482416888,Long,Closed,2
88,ABBV,0.1820758368496911,2022-01-04,117.57593858898032,0.021407737411976352,2022-02-07,125.01875055313111,0.022762893628864127,1.310985585846806,0.06123886707959057,Long,Closed,2
89,ABBV,0.16058350211479677,2022-01-04,117.685173017173,0.01889829723008329,2022-02-10,125.17662293243409,0.020101300493393648,1.1640036655867454,0.06159304467567669,Long,Closed,2
90,ABBV,0.17153755670417503,2022-01-04,117.685173017173,0.02018742703967382,2022-02-11,124.5626188697815,0.02136716729759569,1.138185663584456,0.05638091775378812,Long,Closed,2
91,ABBV,0.08169433548290428,2022-01-04,117.68517301717301,0.009614212005828498,2022-02-14,125.43100465011598,0.010247002573844302,0.612929353436063,0.06375242745473865,Long,Closed,2
92,ABBV,0.040863136866066796,2022-01-04,117.7078175257183,0.0048099106577594065,2022-02-16,127.94838394165039,0.005228372324799724,0.4084233840577214,0.08491288365176694,Long,Closed,2
93,ABBV,0.10904765200855415,2022-01-04,117.7078175257183,0.012835761124230825,2022-02-17,127.15894578933717,0.013866384470210243,1.0039212003848808,0.07821282981729162,Long,Closed,2
94,ABBV,0.13357492153677164,2022-01-04,117.7078175257183,0.015722812490262337,2022-02-22,127.67647864151002,0.017054375616631,1.2987859382616498,0.08260519160080435,Long,Closed,2
95,ABBV,0.23599884704160523,2022-01-04,117.7078175257183,0.027778909223852965,2022-02-23,128.72906030273438,0.030379909812194586,2.542841769305366,0.09153857514037594,Long,Closed,2
96,ABBV,0.14337247019925492,2022-01-04,117.95296696982226,0.0169112082417944,2022-03-01,129.54478382873535,0.018573155658954277,1.6264630532589888,0.09617663208944058,Long,Closed,2
97,ABBV,0.11540416994834501,2022-01-04,118.02211485991013,0.013620244200956049,2022-03-03,131.93062949371338,0.01522534478748464,1.5762549975400333,0.11572883527516911,Long,Closed,2
98,ABBV,0.23144339065145303,2022-01-04,118.02211485991012,0.027315438435032608,2022-03-07,131.08855196380617,0.03033957894209249,2.966485489682527,0.10860105711786502,Long,Closed,2
99,ABBV,0.060700790574721,2022-01-04,118.20753644121805,0.007175290913872013,2022-03-10,130.84296253967287,0.007942271267296748,0.7518627912435005,0.104784990639183,Long,Closed,2
100,ABBV,0.06549000607726185,2022-01-04,118.20753644121805,0.007741412279913452,2022-03-11,130.7464379501343,0.008562585015934635,0.8048687387252651,0.1039692383796224,Long,Closed,2
101,ABBV,0.3072556793726626,2022-01-04,118.20753644121807,0.03631993691621489,2022-03-14,133.41298120880128,0.04099189617844251,4.5946474291326185,0.12650482955771086,Long,Closed,2
102,ABBV,0.0078071700710768965,2022-01-04,118.42380202741779,0.0009245547628915824,2022-03-17,139.10561381530763,0.0010860211848976507,0.15945584605826976,0.17246771360472316,Long,Closed,2
103,ABBV,0.07013873805906101,2022-01-04,118.51778987545046,0.00831268821941297,2022-03-21,140.3862384414673,0.009846513605142956,1.5156661839053476,0.18233165299833254,Long,Closed,2
104,ABBV,0.0037233269738266017,2022-01-04,118.70202190608171,0.00044196644001066594,2022-03-23,138.95648797607421,0.0005173804398695289,0.07445465297897857,0.16846223205811972,Long,Closed,2
105,ABBV,0.003700389479742938,2022-01-04,118.84005037386355,0.0004397544721755612,2022-03-25,141.5089525604248,0.0005236382393440384,0.0829203744569533,0.1885606166703145,Long,Closed,2
106,ABBV,0.0931046946330163,2022-01-04,119.0176887735121,0.011081105569185104,2022-03-30,143.6316547164917,0.013372781352013797,2.2672218959073813,0.2046024994303965,Long,Closed,2
107,ABBV,0.0774783298833448,2022-01-04,127.5069042945376,0.009879021993336198,2022-04-05,143.35094187164307,0.011106591563419347,1.2065839565263334,0.12213597229970903,Long,Closed,2
108,ABBV,0.10021195347801282,2022-01-04,127.5069042945376,0.012777715961289557,2022-04-06,148.15768036651613,0.014847170572299607,2.041829724476383,0.15979614280534563,Long,Closed,2
109,ABBV,0.12613438783907505,2022-01-04,127.50690429453762,0.01608300531844693,2022-04-07,151.99081533050537,0.019171268448875196,3.0530088566608415,0.18982825636195455,Long,Closed,2
110,ABBV,0.05208601355150222,2022-01-04,127.50690429453762,0.006641326344995342,2022-04-08,153.46439762878418,0.007993348694565978,1.337387674531034,0.20137358188079882,Long,Closed,2
111,ABBV,0.16931431759267213,2022-01-04,128.4721796307208,0.021752179423818473,2022-04-21,140.2259640045166,0.023742263404199337,1.944589537552632,0.089397457590999,Long,Closed,2
112,ABBV,0.04674319630394308,2022-01-04,128.4721796307208,0.006005200312074163,2022-04-22,137.10333481597903,0.0064086480932285415,0.3910339327490188,0.06511588497103007,Long,Closed,2
113,ABBV,0.010651142482597464,2022-01-04,128.47217963072083,0.00136837549029665,2022-04-25,138.26214842987062,0.0014726498428765914,0.10143332724675487,0.07412682261998435,Long,Closed,2
114,ABBV,0.15342130896751272,2022-01-04,128.4721796307208,0.01971036996485442,2022-04-26,138.15600035858154,0.021196074416729736,1.4447980074935418,0.07330141494399894,Long,Closed,2
115,ABBV,0.12046965564742251,2022-01-04,128.4721796307208,0.015476999240386594,2022-04-27,139.42980771636962,0.016797060922577385,1.287787622027675,0.08320654424193764,Long,Closed,2
116,ABBV,0.20474677922218731,2022-01-04,128.54202317217644,0.02631856523920665,2022-05-02,130.80501765441895,0.02678190607084363,0.41024036032668126,0.015587489538204163,Long,Closed,2
117,ABBV,0.15491444628327855,2022-01-04,128.54202317217644,0.01991301634384989,2022-05-03,132.3353800201416,0.02050066211950748,0.547232097194046,0.0274811252973763,Long,Closed,2
118,ABBV,0.1746893059536916,2022-01-04,128.54372848573038,0.022455214713871807,2022-05-05,134.61762455749513,0.023516259403083453,1.01507321509448,0.0452043424224042,Long,Closed,2
119,ABBV,0.04627909674875852,2022-01-04,128.54372848573038,0.005948887647037208,2022-05-06,135.1926237792969,0.006256592515600593,0.2954993884006921,0.04967304913681809,Long,Closed,2
120,ABBV,0.05968239644678519,2022-01-04,128.5530795706366,0.007672355859389784,2022-05-10,134.53799825286865,0.008029550148884599,0.3414923834864682,0.04450945573236554,Long,Closed,2
121,ABBV,0.014171490921619068,2022-01-04,128.5530795706366,0.001821788800081433,2022-05-11,134.42301976013184,0.0019049746041873289,0.07945904070160963,0.043615945326953974,Long,Closed,2
122,ABBV,0.0950733348572399,2022-01-04,128.5530795706366,0.012221969980948424,2022-05-12,136.48409197998046,0.012975997779499013,0.7288298307900253,0.05963276230641349,Long,Closed,2
123,ABBV,0.09160629637823803,2022-01-04,128.60128031868953,0.011780686999494631,2022-05-17,136.9176061935425,0.012542514812364533,0.7375046110579303,0.0626028525407356,Long,Closed,2
124,ABBV,0.28833673348554,2022-01-04,128.60128031868953,0.03708047308914886,2022-05-18,134.838796875,0.03887897823805774,1.7225456975813258,0.04645425352152239,Long,Closed,2
125,ABBV,0.04112912993313955,2022-01-04,128.60128031868953,0.005289258767795435,2022-05-19,134.21073886871338,0.005519970917353976,0.21990291987334198,0.04157537559180444,Long,Closed,2
126,ABBV,0.17178989218589535,2022-01-04,128.72060052870125,0.02211289808692897,2022-05-25,134.42301976013184,0.023092516071895528,0.9344125708074114,0.04225644992954285,Long,Closed,2
127,ABBV,0.047959801417206904,2022-01-04,128.8284223669187,0.006178585553609359,2022-06-01,129.1685224685669,0.006194896686946496,0.003937651096463756,0.0006373062349461867,Long,Closed,2
128,ABBV,0.07245025964499163,2022-01-04,128.8284223669187,0.00933365265013773,2022-06-02,129.81427182006837,0.009405077698989475,0.05268631850244054,0.00564476957492757,Long,Closed,2
129,ABBV,0.13410235266421822,2022-01-04,128.82842236691866,0.017276194529423063,2022-06-03,130.1857900695801,0.017458220731780705,0.14729178709611693,0.008525707837178017,Long,Closed,2
130,ABBV,0.1073637801414371,2022-01-04,128.8284223669187,0.013831506414969793,2022-06-07,131.9284790802002,0.014164340222360797,0.3048379607534112,0.022039389753200005,Long,Closed,2
131,ABBV,0.07608761968465672,2022-01-04,128.8284223669187,0.009802248005628246,2022-06-08,132.0257509765625,0.010045525128885882,0.22342935012293721,0.022793684672602094,Long,Closed,2
132,ABBV,0.2219866631003029,2022-01-04,128.71700259399236,0.028573457890112862,2022-06-16,123.09136237335206,0.027324640789730605,-1.3047151990626378,-0.045661788785951514,Long,Closed,2
133,ABBV,0.05896965925671438,2022-01-04,128.68809516398807,0.007588693122215867,2022-06-21,126.91281494903565,0.00748400545285508,-0.11976036793600138,-0.015781421913794506,Long,Closed,2
134,ABBV,0.23322171214335086,2022-01-04,128.6880951639881,0.030012857886611205,2022-06-22,130.53080180358887,0.03044261708407739,0.3693037224949257,0.01230485027084561,Long,Closed,2
135,ABBV,0.0005604316809026955,2022-01-04,128.7030329144701,7.212925707353004e-05,2022-06-27,135.46683963012697,7.591990864048794e-05,0.0036426024012424976,0.05050103867739944,Long,Closed,2
136,ABBV,0.14405762765214902,2022-01-04,128.7030329144701,0.01854065359329466,2022-06-28,134.89185565948486,0.0194322007159015,0.8535742682972933,0.04603798156317302,Long,Closed,2
137,ABBV,0.03715579846836192,2022-01-04,128.70303291447013,0.004782063953236912,2022-06-29,136.3514221420288,0.005066245961983764,0.27433369883154035,0.057367216648334975,Long,Closed,2
138,ABBV,16.62684499712157,2022-01-04,128.70303291447013,2.1399253789282895,2022-07-01,136.05068452453614,2.262093643341749,117.76624539114842,0.055032874767869465,Long,Closed,2
139,ABBV,0.06126617098149012,2024-10-02,190.0769656740431,0.011645287878628754,2024-10-07,186.83143379211427,0.011446446567424625,-0.22193304565018235,-0.019057755202211046,Long,Closed,3
140,ABBV,0.05505301748037894,2024-10-02,190.02714019904198,0.01046156747112427,2024-10-10,187.54553884124758,0.01032494782819429,-0.1574061582293065,-0.015046135167007672,Long,Closed,3
141,ABBV,0.12619103709056745,2024-10-02,189.8447048197564,0.023956700187357665,2024-10-22,183.60582877349856,0.023169409948800932,-0.8344163486929334,-0.03483018705277561,Long,Closed,3
142,ABBV,0.09873019438585473,2024-10-02,189.84470481975637,0.018743404609979728,2024-10-23,182.7498574371338,0.01804292894875546,-0.7372619947830344,-0.03933447578624461,Long,Closed,3
143,ABBV,0.011743879798562062,2024-10-02,189.84470481975637,0.002229513393796711,2024-10-24,184.47153034973147,0.0021664114786840395,-0.0674978399851558,-0.03027469589236753,Long,Closed,3
144,ABBV,0.03626421560716686,2024-10-02,189.8170167687222,0.006883565222010137,2024-10-29,184.27698655700684,0.006682660371942285,-0.21447107566181606,-0.031156975890349145,Long,Closed,3
145,ABBV,0.6544618865291216,2024-10-02,189.81701676872223,0.12422800288978761,2024-10-30,195.99796029663088,0.12827319485159294,3.7926907640636935,0.030530079175695023,Long,Closed,3
146,ABBV,0.21861900900660736,2024-10-02,189.81701676872223,0.04149760809856855,2024-10-31,198.303234085083,0.04335285651848613,1.7703979553004465,0.042662650606156566,Long,Closed,3
147,ABBV,0.026778782177546034,2024-10-02,186.72888064051193,0.00500037202092917,2024-11-14,164.99819388580323,0.0044184506937564325,-0.5913401498875144,-0.11825923099570113,Long,Closed,3
148,ABBV,0.08797047553734316,2024-10-02,186.21486605384865,0.01638141031887943,2024-11-19,162.02173181152344,0.014253128794843598,-2.1589160631498525,-0.13179061027863284,Long,Closed,3
149,ABBV,0.09954295034661875,2024-10-02,186.21486605384865,0.01853637716540018,2024-11-20,163.1792338256836,0.016243342370309315,-2.3278145146269154,-0.12558087774411217,Long,Closed,3
